invoke                                                      발동하다
propensity                                                  경향

jubilant                                                    환호하는
lackluster                                                  활기없는
languish                                                    머물다/쇠약해지다
castigate                                                   혹평하다
precarious                                                  불안정한
poignant                                                    가슴아픈

ornate                                                      화려한
divest                                                      (옷을)벗다
persistent                                                  끈질긴
palpable                                                    명백한
keen                                                        간절히 …하고 싶은/예민한
opium                                                       아편
lavish                                                      호화로운 
bugbear                                                     근심거리
linger                                                      머무르다
myriad                                                      무수함
lucid                                                       명료한
ordeal                                                      시련
pensive                                                     생각에 잠긴
youthquake                                                  젊은이의 반란
pliable                                                     유연한
prudent                                                     신중한
perplex                                                     당혹시키다
prophesy                                                    예언하다
inoperable                                                  실행 불가능한
incendiary                                                  방화의/선동적인  
deflection                                                  굴절
magnify                                                     확대하다




                                                
